row_number,term_code,subj_code,crse_numb,crse_title,crse_equiv,crse_text,note_row,crn,ptrm_code,seq_numb,schd_code,schd_type,schd_sort,credit_hrs,link_conn,start_date,end_date,sundays,mondays,tuesdays,wednesdays,thursdays,fridays,saturdays,times,locations,max_enrl,enrl,seats,wlist,perc_full,xlist_max,xlist_cur,instructors,tuition_code,tuition_desc,bill_hrs,note_bottom,notes_skill,crse_row_num,crse_row_total
15,202620,ECED,3511,Communication Systems,,,,20917,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Sexton INDUSTRIAL ENG & CONT ED ADDIT 220,125,107,18,0,85.6%,,,Trukhachev D.,,,0,,[],7,38
16,202620,ECED,3901,Elec Engineering Design II,,,R,20918,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,,W,,F,,1305-1425 1305-1425,Sexton B BUILDING B310 Sexton B BUILDING B310,125,107,18,0,85.6%,,,Sieben V.,,,3,,[],8,38
17,202620,ECED,3901,Elec Engineering Design II,,,,20919,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,0835-1125,Sexton ELECTRICAL ENGI-C BLDG C234,125,107,18,0,85.6%,,,Sieben V.,,,0,,[],8,38
18,202620,ECED,4071,Analog Filter Design,,,R,20920,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425 1305-1425,Sexton B BUILDING B229 Sexton INDUSTRIAL ENG & CONT ED ADDIT 121,25,15,10,0,60.0%,,,El-Masry E. (P) El-Halaby A.,,,3,,[],9,38
19,202620,ECED,4071,Analog Filter Design,,,,20921,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1625,Sexton A. L. MACDONALD-D BLDG D501,25,15,10,0,60.0%,,,El-Masry E. (P) El-Halaby A.,,,0,,[],9,38
20,202620,ECED,4406,Computer Security,,,,20924,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Sexton B BUILDING ADDITION B227,55,15,40,,27.3%,,,O'Flynn C.,,,3,,[],10,38
21,202620,ECED,4406,Computer Security,,,,20925,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W W,,,,1435-1725 1435-1725,Sexton B BUILDING ADDITION B227 Sexton ELECTRICAL ENGI-C BLDG C234,55,15,40,,27.3%,,,O'Flynn C.,,,0,,[],10,38
22,202620,ECED,4421,Tech & Apps of Fiber Optics,,,R,20926,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,0835-0955,Sexton B BUILDING B229,40,9,31,0,22.5%,,,Cada M.,,,3,,[],11,38
23,202620,ECED,4421,Tech & Apps of Fiber Optics,,,,20927,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1005-1255,Sexton ELECTRICAL ENGI-C BLDG C234,40,9,31,0,22.5%,,,Cada M.,,,0,,[],11,38
24,202620,ECED,4460,Communications Electronics,,,R,20928,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Sexton B BUILDING ADDITION B227,40,4,36,0,10.0%,,,Chen Z.,,,3,,[],12,38
25,202620,ECED,4460,Communications Electronics,,,,20929,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Sexton A. L. MACDONALD-D BLDG D501,40,4,36,0,10.0%,,,Chen Z.,,,0,,[],12,38
26,202620,ECED,4601,Digital Control Systems,,,,20930,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Sexton A. L. MACDONALD-D BLDG D501,48,15,33,,31.3%,,,Farooq U.,,,3,,[],13,38
27,202620,ECED,4601,Digital Control Systems,,,,20931,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1005-1255,Sexton ELECTRICAL ENGI-C BLDG C234,48,15,33,,31.3%,,,Farooq U.,,,0,,[],13,38
28,202620,ECED,4602,Control Systems,,,R,20932,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,Sexton RICHARD MURRAY DESIGN BUILDING G109,120,99,21,0,82.5%,,,Farooq U.,,,3,,[],14,38
29,202620,ECED,4602,Control Systems,,,,20933,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,0835-1125,Sexton ELECTRICAL ENGI-C BLDG C234,120,99,21,0,82.5%,,,Farooq U.,,,0,,[],14,38
30,202620,ECED,4760,Biomedical Engineering,,,R,20934,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255,Sexton B BUILDING ADDITION B227,50,11,39,0,22.0%,,,Brewer K.,,,3,,[],15,38
31,202620,ECED,4760,Biomedical Engineering,,,,20935,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R R,,,1435-1725 1435-1725,Sexton ELECTRICAL ENGI-C BLDG C234 Sexton INDUSTRIAL ENG & CONT ED ADDIT 121,50,11,39,0,22.0%,,,Brewer K.,,,0,,[],15,38
32,202620,ECED,4900,Senior Year Project I.,,,R,20936,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,,,,F,,1235-1425,Sexton B BUILDING ADDITION B228,60,10,50,0,16.7%,,,Gonzalez-Cueto J.,,,3,,[],16,38
33,202620,ECED,4900,Senior Year Project I.,,,,20937,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,F,,1805-1955 1805-2055,Sexton B BUILDING B233A Sexton B BUILDING B233A,60,10,50,0,16.7%,120,24,Gonzalez-Cueto J.,,,0,It is recommended that students work on their projects during the suggested lab time.,[],16,38
34,202620,ECED,4901,Senior Year Project II.,,,R,20938,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1225,Sexton B BUILDING ADDITION B228,60,14,46,0,23.3%,,,Gonzalez-Cueto J.,,,3,,[],17,38
35,202620,ECED,4901,Senior Year Project II.,,,,20939,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,F,,1805-1955 1805-2055,Sexton B BUILDING B233A Sexton B BUILDING B233A,60,14,46,0,23.3%,120,24,Gonzalez-Cueto J.,,,0,,[],17,38
36,202620,ECED,5260,Principles of Medical Imaging,202620-BMNG-5260,,R,23326,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,20,7,Brown J.,,,3,,[],18,38
37,202620,ECED,6070,Modern Integrated Filters,,,R,23327,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,1,9,,10.0%,,,El-Masry E.,,,3,,[],19,38
38,202620,ECED,6221,Analog MOS Design,,,R,23329,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,2,8,,20.0%,,,ElSankary K.,,,3,,[],20,38
39,202620,ECED,6250,Enviro. Sensors and Inst,,,,24439,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,F,,1505-1625,Consult Department,10,4,6,,40.0%,,,Sieben V.,,,3,,[],21,38
40,202620,ECED,6324,RF/Microwave Systm Dsgn Teleco,,,R,23330,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,2,8,,20.0%,,,Chen Z.,,,3,,[],22,38
41,202620,ECED,6360,Fiber/Integrated Optics,,,R,23331,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Cada M.,,,3,,[],23,38
42,202620,ECED,6400,Fundamentals of nonlinear opti,,,R,23332,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,2,8,,20.0%,,,Ponomarenko S.,,,3,,[],24,38
43,202620,ECED,6410,Renewable Energy Integration,,,,23333,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,2,8,,20.0%,,,Aly H.,,,3,,[],25,38
44,202620,ECED,6550,Digital Signal Processing,,,R,23334,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,0905-1025,Sexton A. L. MACDONALD-D BLDG D501,10,3,7,,30.0%,,,Gonzalez-Cueto J.,,,3,,[],26,38
45,202620,ECED,6585,Telecommunications Systems,,,R,23335,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Trukhachev D.,,,3,,[],27,38
46,202620,ECED,6900,ECED Graduate Seminars,,,R,23336,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,W,,,,0835-1125,Consult Department,50,28,22,,56.0%,,,Trukhachev D.,,,0,,[],28,38
47,202620,ECED,6910,Dir Studies Electrical Engr,,,R,24523,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,2,1,1,,50.0%,,,Seto M.,,,3,,[],29,38
48,202620,ECED,7900,Graduate Seminar - PhD,,,R,23337,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,50,21,29,,42.0%,,,Trukhachev D.,,,0,,[],30,38
49,202620,ECED,8891,Co-op Work-Term I,,,,20940,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,99,15,84,,15.2%,,,Gonzalez-Cueto J.,,,0,,[],31,38
50,202620,ECED,8892,Co-op Work-Term II,,,,20941,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,99,49,50,,49.5%,,,Gonzalez-Cueto J.,,,0,,[],32,38
51,202620,ECED,8893,Co-op Work-Term III,,,,20942,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,99,0,99,,0.0%,,,Gonzalez-Cueto J.,,,0,,[],33,38
52,202620,ECED,8894,Co-op Work-Term IV,,,,20943,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,99,0,99,,0.0%,,,Gonzalez-Cueto J.,,,0,,[],34,38
53,202620,ECED,8900,MEng Project,,,R,23338,2,01,L,Lec,1,6,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Trukhachev D.,,,6,,[],35,38
54,202620,ECED,9000,Master's Thesis,,,R,23339,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,100,29,71,,29.0%,,,Trukhachev D.,,,0,,[],36,38
55,202620,ECED,9413,Comprehensive Examination,,,R,24199,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,20,1,19,,5.0%,,,Trukhachev D.,,,0,,[],37,38
56,202620,ECED,9530,Doctoral Thesis,,,R,23340,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,100,22,78,,22.0%,,,Trukhachev D.,,,0,,[],38,38
1,202620,ECMM,6014,Databases & Data Mining/ElecCo,,,R,23341,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1255,Studley MCCAIN ARTS&SS 2021,36,9,27,,25.0%,,,Butler M.,,,3,,[],1,2
2,202620,ECMM,6022,Project Management,,,R,23342,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,,,1735-2025,Online-SYNCHRONOUS SESSION,36,9,27,,25.0%,,,Keselj T.,,,3,,[],2,2
1,202620,ENGI,0010,Engineering Year 1 Prep,,,,24502,1,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,0,0,0,,FULL,,,Power B.,,,0,,[],1,9
2,202620,ENGI,1203,Mechanics 1: Statics,,,R,21035,1,01,L,Lec,1,3,"B0, T0",07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,Studley MCCAIN ARTS&SS AUD-2,450,408,42,,90.7%,,,DeMont I.,,,3,,[],2,9
3,202620,ENGI,1203,Mechanics 1: Statics,,,,21036,1,B01,B,Lab,2,0,"L0, T0",07-JAN-2026,09-APR-2026,,,,,,F,,1735-2025,Studley LSC-BIOL&EARTH B2111,55,43,12,,78.2%,,,DeMont I.,,,0,,[],2,9
4,202620,ENGI,1203,Mechanics 1: Statics,,,,21037,1,B02,B,Lab,2,0,"L0, T0",07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Studley LSC-BIOL&EARTH B2111,55,54,1,,98.2%,,,DeMont I.,,,0,,[],2,9
5,202620,ENGI,1203,Mechanics 1: Statics,,,,21038,1,B03,B,Lab,2,0,"L0, T0",07-JAN-2026,09-APR-2026,,,T,,,,,1005-1255,Studley LSC-BIOL&EARTH B2111,55,54,1,,98.2%,,,DeMont I.,,,0,,[],2,9
6,202620,ENGI,1203,Mechanics 1: Statics,,,,21039,1,B04,B,Lab,2,0,"L0, T0",07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Studley LSC-BIOL&EARTH B2111,55,52,3,,94.5%,,,DeMont I.,,,0,,[],2,9
7,202620,ENGI,1203,Mechanics 1: Statics,,,,21040,1,B05,B,Lab,2,0,"L0, T0",07-JAN-2026,09-APR-2026,,,,W,,,,1435-1725,Studley LSC-BIOL&EARTH B2111,55,55,0,,FULL,,,DeMont I.,,,0,,[],2,9
8,202620,ENGI,1203,Mechanics 1: Statics,,,,21041,1,B06,B,Lab,2,0,"L0, T0",07-JAN-2026,09-APR-2026,,,,W,,,,1735-2025,Studley LSC-BIOL&EARTH B2111,55,41,14,,74.5%,,,DeMont I.,,,0,,[],2,9
9,202620,ENGI,1203,Mechanics 1: Statics,,,,21042,1,B07,B,Lab,2,0,"L0, T0",07-JAN-2026,09-APR-2026,,,,,,F,,1435-1725,Studley LSC-BIOL&EARTH B2111,55,54,1,,98.2%,,,DeMont I.,,,0,,[],2,9
10,202620,ENGI,1203,Mechanics 1: Statics,,,,21043,1,B08,B,Lab,2,0,"L0, T0",07-JAN-2026,09-APR-2026,,,,,R,,,1005-1255,Studley LSC-BIOL&EARTH B2111,55,55,0,,FULL,,,DeMont I.,,,0,,[],2,9
11,202620,ENGI,1203,Mechanics 1: Statics,,,,21045,1,T01,T,Tut,3,0,"L0, B0",07-JAN-2026,09-APR-2026,,,T,,,,,1835-2025,Studley LSC-BIOL&EARTH B2111,480,407,73,,84.8%,,,DeMont I.,,,0,,[],2,9
12,202620,ENGI,2103,Thermo-Fluid Engi II,,,R,21046,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Sexton RICHARD MURRAY DESIGN BUILDING G109,180,166,14,,92.2%,,,Ugursal V.,,,3,,[],3,9
13,202620,ENGI,2103,Thermo-Fluid Engi II,,,,21047,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1735-1925,Sexton RICHARD MURRAY DESIGN BUILDING G109,60,55,5,,91.7%,,,Ugursal V.,,,0,,[],3,9
14,202620,ENGI,2103,Thermo-Fluid Engi II,,,,21048,1,T02,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1135-1325,Sexton INDUSTRIAL ENG & CONT ED ADDIT 121,60,60,0,,FULL,,,Ugursal V.,,,0,,[],3,9
15,202620,ENGI,2103,Thermo-Fluid Engi II,,,,21049,1,T03,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1735-1925,Sexton B BUILDING ADDITION B228,60,51,9,,85.0%,,,Ugursal V.,,,0,,[],3,9
16,202620,ENGI,2203,Engineering Design II,,,R,21050,1,01,L,Lec,1,3,B1,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225 1235-1325,Sexton RICHARD MURRAY DESIGN BUILDING G109 Sexton B BUILDING B229,64,40,24,,62.5%,,,Hadavand M.,,,3,,[],4,9
17,202620,ENGI,2203,Engineering Design II,,,R,21051,1,02,L,Lec,1,3,B2,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225 1235-1325,Sexton RICHARD MURRAY DESIGN BUILDING G109 Sexton B BUILDING B225,85,75,10,,88.2%,,,Bousquet J.,,,3,,[],4,9
18,202620,ENGI,2203,Engineering Design II,,,R,21052,1,03,L,Lec,1,3,B3,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225 1235-1325,Sexton RICHARD MURRAY DESIGN BUILDING G109 Sexton INDUSTRIAL ENG & CONT ED ADDIT 220,90,84,6,,93.3%,,,Johnston C.,,,3,,[],4,9
19,202620,ENGI,2203,Engineering Design II,,,R,21053,1,04,L,Lec,1,3,B4,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225 1235-1325,Sexton RICHARD MURRAY DESIGN BUILDING G109 Sexton A. L. MACDONALD-D BLDG D410,64,62,2,,96.9%,,,Jiang O.,,,3,,[],4,9
20,202620,ENGI,2203,Engineering Design II,,,R,21054,1,05,L,Lec,1,3,B5,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225 1235-1325,Sexton RICHARD MURRAY DESIGN BUILDING G109 Sexton INDUSTRIAL ENG & CONT ED ADDIT 222,50,28,22,,56.0%,,,Dewis C.,,,3,,[],4,9
21,202620,ENGI,2203,Engineering Design II,,,,21055,1,B01,B,Lab,2,0,L1,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Sexton F BLDG 1114,64,40,24,,62.5%,,,Hadavand M.,,,0,,[],4,9
22,202620,ENGI,2203,Engineering Design II,,,,21056,1,B02,B,Lab,2,0,L2,07-JAN-2026,09-APR-2026,,,,,,F,,1405-1655,Sexton ELECTRICAL ENGI-C BLDG C234,85,75,10,,88.2%,,,Bousquet J.,,,0,,[],4,9
23,202620,ENGI,2203,Engineering Design II,,,,21057,1,B03,B,Lab,2,0,L3,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Sexton EMERA IDEA BUILDING 3012,50,44,6,,88.0%,,,Johnston C.,,,0,,[],4,9
24,202620,ENGI,2203,Engineering Design II,,,,21058,1,B04,B,Lab,2,0,L4,07-JAN-2026,09-APR-2026,,,T T,,,,,1435-1725 1435-1725,Sexton B BUILDING ADDITION B227 Sexton EMERA IDEA BUILDING 3012,64,62,2,,96.9%,,,Jiang O.,,,0,,[],4,9
25,202620,ENGI,2203,Engineering Design II,,,,21059,1,B05,B,Lab,2,0,L5,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Sexton INDUSTRIAL ENG & CONT ED ADDIT 020,50,28,22,,56.0%,,,Dewis C.,,,0,,[],4,9
26,202620,ENGI,2203,Engineering Design II,,,R,21060,1,B06,B,Lab,2,0,L3,07-JAN-2026,09-APR-2026,,,,,R,,,1135-1425,Sexton EMERA IDEA BUILDING 3012,40,40,0,,FULL,,,Johnston C.,,,0,,[],4,9
27,202620,ENGI,2204,Mechanics of Materials,,,R,21061,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Sexton RALPH M MEDJUCK BLDG B015,160,158,2,,98.8%,,,Doman D.,,,3,,[],5,9
28,202620,ENGI,2204,Mechanics of Materials,,,,21062,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1335-1625,Sexton INDUSTRIAL ENG & CONT ED ADDIT 222,52,52,0,,FULL,,,Doman D.,,,0,,[],5,9
29,202620,ENGI,2204,Mechanics of Materials,,,,21063,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1335-1625,Sexton B BUILDING ADDITION B308,56,56,0,,FULL,,,Doman D.,,,0,,[],5,9
30,202620,ENGI,2204,Mechanics of Materials,,,,21064,1,B03,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Sexton INDUSTRIAL ENG & CONT ED ADDIT 120,56,50,6,,89.3%,,,Doman D.,,,0,,[],5,9
31,202620,ENGI,8001,Team Building Workshop,,,S,24387,1,01,K,WkS,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,20,12,8,,60.0%,,,Edwards B. (P) Doman D.,,,0,Restricted to students registered in the Sexton Leader Certificate,[],6,9
32,202620,ENGI,8004,Team Management Workshop,,,S,24386,1,01,K,WkS,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,20,17,3,,85.0%,,,Edwards B. (P) Doman D.,,,0,Restricted to students registered in the Sexton Leader Certificate,[],7,9
33,202620,ENGI,8100,Practical Experience,,,S,24388,1,01,K,WkS,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,20,0,20,,0.0%,,,Edwards B. (P) Doman D.,,,0,Restricted to students registered in the Sexton Leader Certificate,[],8,9
34,202620,ENGI,8890,Co-op Orientation & Job Prep,,,,21065,1,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,200,148,52,,74.0%,,,Staff,,,0,,[],9,9
1,202620,INWK,6111,Intro to Computer Networks,,,R,24110,,01,L,Lec,1,5,,12-JAN-2026,20-FEB-2026,,,,,,,,C/D,Consult Department,64,31,33,,48.4%,,,Staff,,,5,,[],1,11
2,202620,INWK,6112,Phys and Data Stand and Protoc,,,R,24111,,01,L,Lec,1,5,,13-JAN-2026,27-FEB-2026,,,,,,,,C/D,Consult Department,64,25,39,,39.1%,,,Staff,,,5,,[],2,11
3,202620,INWK,6113,Telecomm. & Wide Area Networks,,,R,24112,,01,L,Lec,1,5,,03-MAR-2026,10-APR-2026,,,,,,,,C/D,Consult Department,32,9,23,,28.1%,,,Staff,,,5,,[],3,11
4,202620,INWK,6114,Internet Commun. Protocols,,,R,24113,,01,L,Lec,1,5,,04-MAR-2026,17-APR-2026,,,,,,,,C/D,Consult Department,64,22,42,,34.4%,,,Staff,,,5,,[],4,11
5,202620,INWK,6115,Network Architecture,,,R,24114,,01,L,Lec,1,5,,13-JAN-2026,27-FEB-2026,,,,,,,,C/D,Consult Department,32,11,21,,34.4%,,,Staff,,,5,,[],5,11
6,202620,INWK,6117,Emerging Internetwrkng Technol,,,R,24115,,01,L,Lec,1,5,,03-MAR-2026,17-APR-2026,,,,,,,,C/D,Consult Department,64,59,5,,92.2%,,,Staff,,,5,,[],6,11
7,202620,INWK,6119,Network Security,,,R,24116,,01,L,Lec,1,5,,13-JAN-2026,20-FEB-2026,,,,,,,,C/D,Consult Department,64,58,6,,90.6%,,,Staff,,,5,,[],7,11
8,202620,INWK,6211,Math for Internetworking,,,R,24117,,01,L,Lec,1,5,,03-MAR-2026,10-APR-2026,,,,,,,,C/D,Consult Department,64,27,37,,42.2%,,,Staff,,,5,,[],8,11
9,202620,INWK,6312,Programming for Inwk Applicati,,,R,24118,,01,L,Lec,1,5,,14-JAN-2026,27-FEB-2026,,,,,,,,C/D,Consult Department,64,39,25,,60.9%,,,Staff,,,5,,[],9,11
10,202620,INWK,6800,Internetworking Seminar Topic,,,R,24119,,01,L,Lec,1,0,,12-JAN-2026,17-APR-2026,,,,,,,,C/D,Consult Department,64,56,8,,87.5%,,,Staff,,,0,,[],10,11
11,202620,INWK,6800,Internetworking Seminar Topic,,,R,24120,,02,L,Lec,1,0,,12-JAN-2026,17-APR-2026,,,,,,,,C/D,Consult Department,64,37,27,,57.8%,,,Staff,,,0,,[],10,11
12,202620,INWK,6912,Network Design,,,R,24121,,01,L,Lec,1,5,,02-MAR-2026,10-APR-2026,,,,,,,,C/D,Consult Department,64,35,29,,54.7%,,,Staff,,,5,,[],11,11
1,202620,ENGM,1041,Applied Linear Algebra,,,R,21130,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1135-1225,Studley MCCAIN ARTS&SS AUD-2,450,427,23,,94.9%,,,Iakovlev S.,,,3,,[],1,9
2,202620,ENGM,1041,Applied Linear Algebra,,,,21131,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1735-1925,Studley MCCAIN ARTS&SS AUD-2,450,427,23,,94.9%,,,Iakovlev S.,,,0,,[],1,9
3,202620,ENGM,2022,Applied Differential Equations,,,R,21132,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,0835-0925,Sexton RICHARD MURRAY DESIGN BUILDING G109,380,255,125,,67.1%,,,Kember G.,,,3,,[],2,9
4,202620,ENGM,2022,Applied Differential Equations,,,,21133,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1235-1425,Sexton RICHARD MURRAY DESIGN BUILDING G109,380,255,125,,67.1%,,,Kember G.,,,0,,[],2,9
5,202620,ENGM,2283,Into to Obj Or Prog & D Struct,,,R,21134,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Sexton B BUILDING B225,88,77,11,,87.5%,,,Naghibi F.,,,3,,[],3,9
6,202620,ENGM,2283,Into to Obj Or Prog & D Struct,,,,21135,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1335-1525,Sexton ELECTRICAL ENGI-C BLDG C248,88,77,11,,87.5%,,,Naghibi F.,,,0,,[],3,9
7,202620,ENGM,2620,Python Programming,,,R,24014,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Sexton INDUSTRIAL ENG & CONT ED ADDIT 222,50,30,20,,60.0%,,,Hammad I.,,,3,,[],4,9
8,202620,ENGM,2620,Python Programming,,,,24037,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1625,Sexton B BUILDING B310,50,30,20,,60.0%,,,Naghibi F.,,,0,,[],4,9
9,202620,ENGM,3052,Applied Numerical Methods,,,R,21136,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Sexton RICHARD MURRAY DESIGN BUILDING G109,175,133,42,,76.0%,,,Latka J.,,,3,,[],5,9
10,202620,ENGM,3052,Applied Numerical Methods,,,R,21137,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1625,Sexton B BUILDING B225,175,133,42,,76.0%,,,Latka J.,,,0,,[],5,9
11,202620,ENGM,6000,Dir Studies Applied Math,,,S R,23363,2,02,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,1,1,0,,FULL,,,Hammad I.,,,3,,[],6,9
12,202620,ENGM,9000,Master’s Thesis,,,R,23367,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,99,3,96,,3.0%,,,Hammad I.,,,0,,[],7,9
13,202620,ENGM,9413,Comprehensive Examination,,,,24200,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,75,1,74,,1.3%,,,Hammad I.,,,0,,[],8,9
14,202620,ENGM,9530,Doctoral Thesis,,,R,23368,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,99,4,95,,4.0%,,,Hammad I.,,,0,,[],9,9
1,202620,ENGN,1001,Engineering Design I,,,R,21140,1,70,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,1735-2025,Agricultural BANTING BUILDING 33,15,13,2,,86.7%,,,Read S.,,,3,,[],1,9
2,202620,ENGN,1002,Engineering I,,,,21141,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,0835-0955,Agricultural BANTING BUILDING 25,24,20,4,,83.3%,,,Esau T.,,,3,,[],2,9
